Date,Region,New_Tests,Total_Tests,Positivity,Turn_Around
2021-05-14,Fraser,3966,1165065,8.95,14.1
2021-05-14,Interior,967,270664,5.54,20.6
2021-05-14,Northern,241,86738,7.89,26.3
2021-05-14,Unknown,268,69694,0,25.2
2021-05-14,Vancouver Coastal,2158,788142,5.96,14.7
2021-05-14,Vancouver Island,694,278625,2.13,10.3
2021-05-15,BC,7675,2666603,6.94,16
2021-05-15,Fraser,4003,1169068,8.79,15.4
2021-05-15,Interior,782,271446,5.49,18.2
2021-05-15,Northern,179,86917,7.37,20.3
2021-05-15,Unknown,204,69898,0,17.3
2021-05-15,Vancouver Coastal,2003,790145,6.13,17.1
2021-05-15,Vancouver Island,504,279129,1.95,10.9
2021-05-16,BC,5887,2672490,6.81,15.1
2021-05-16,Fraser,3264,1172332,8.59,15
2021-05-16,Interior,567,272013,5.68,15.5
2021-05-16,Northern,172,87089,7.73,25.9
2021-05-16,Unknown,132,70030,0,17.7
2021-05-16,Vancouver Coastal,1352,791497,5.93,15.1
2021-05-16,Vancouver Island,400,279529,2.01,9.3
